year,suicides_no,country,HDI_for_year
2000,73,Ecuador,0.674
2000,45,Ecuador,0.674
2000,23,Ecuador,0.674
2000,9,Ecuador,0.674
2000,16,Ecuador,0.674
2000,12,Ecuador,0.674
2000,1,Ecuador,0.674
2005,23,Ecuador,0.698
2005,206,Ecuador,0.698
2005,150,Ecuador,0.698
2005,197,Ecuador,0.698
2005,73,Ecuador,0.698
2005,140,Ecuador,0.698
2005,44,Ecuador,0.698
2005,35,Ecuador,0.698
2005,34,Ecuador,0.698
2005,13,Ecuador,0.698
2005,26,Ecuador,0.698
2005,2,Ecuador,0.698
2010,214,Ecuador,0.717
2010,171,Ecuador,0.717
2010,165,Ecuador,0.717
2010,68,Ecuador,0.717
2010,14,Ecuador,0.717
2010,113,Ecuador,0.717
2010,60,Ecuador,0.717
2010,6,Ecuador,0.717
2010,18,Ecuador,0.717
2010,39,Ecuador,0.717
2010,26,Ecuador,0.717
2010,18,Ecuador,0.717
2011,200,Ecuador,0.723
2011,161,Ecuador,0.723
2011,83,Ecuador,0.723
2011,18,Ecuador,0.723
2011,160,Ecuador,0.723
2011,120,Ecuador,0.723
2011,51,Ecuador,0.723
2011,45,Ecuador,0.723
2011,32,Ecuador,0.723
2011,32,Ecuador,0.723
2011,4,Ecuador,0.723
2011,12,Ecuador,0.723
2012,240,Ecuador,0.727
2012,164,Ecuador,0.727
2012,87,Ecuador,0.727
2012,19,Ecuador,0.727
2012,162,Ecuador,0.727
2012,118,Ecuador,0.727
2012,55,Ecuador,0.727
2012,48,Ecuador,0.727
2012,39,Ecuador,0.727
2012,4,Ecuador,0.727
2012,27,Ecuador,0.727
2012,13,Ecuador,0.727
2013,23,Ecuador,0.73
2013,156,Ecuador,0.73
2013,111,Ecuador,0.73
2013,65,Ecuador,0.73
2013,89,Ecuador,0.73
2013,106,Ecuador,0.73
2013,30,Ecuador,0.73
2013,29,Ecuador,0.73
2013,32,Ecuador,0.73
2013,12,Ecuador,0.73
2013,3,Ecuador,0.73
2013,20,Ecuador,0.73
2014,25,Ecuador,0.732
2014,164,Ecuador,0.732
2014,123,Ecuador,0.732
2014,74,Ecuador,0.732
2014,153,Ecuador,0.732
2014,77,Ecuador,0.732
2014,33,Ecuador,0.732
2014,28,Ecuador,0.732
2014,16,Ecuador,0.732
2014,18,Ecuador,0.732
2014,22,Ecuador,0.732
2014,1,Ecuador,0.732
1990,13,El Salvador,0.522
1990,119,El Salvador,0.522
1990,127,El Salvador,0.522
1990,112,El Salvador,0.522
1990,81,El Salvador,0.522
1990,34,El Salvador,0.522
1990,43,El Salvador,0.522
1990,24,El Salvador,0.522
1990,9,El Salvador,0.522
1990,1,El Salvador,0.522
1990,7,El Salvador,0.522
1990,1,El Salvador,0.522
1995,124,El Salvador,0.566
1995,171,El Salvador,0.566
1995,9,El Salvador,0.566
1995,114,El Salvador,0.566
1995,90,El Salvador,0.566
1995,42,El Salvador,0.566
1995,20,El Salvador,0.566
1995,23,El Salvador,0.566
1995,16,El Salvador,0.566
1995,6,El Salvador,0.566
1995,1,El Salvador,0.566
1995,4,El Salvador,0.566
2000,82,El Salvador,0.603
2000,110,El Salvador,0.603
2000,91,El Salvador,0.603
2000,82,El Salvador,0.603
2000,31,El Salvador,0.603
2000,3,El Salvador,0.603
2000,4,El Salvador,0.603
2000,25,El Salvador,0.603
2000,23,El Salvador,0.603
2000,4,El Salvador,0.603
2000,4,El Salvador,0.603
2000,2,El Salvador,0.603
2005,86,El Salvador,0.638
2005,103,El Salvador,0.638
2005,47,El Salvador,0.638
2005,88,El Salvador,0.638
2005,9,El Salvador,0.638
2005,65,El Salvador,0.638
2005,4,El Salvador,0.638
2005,22,El Salvador,0.638
2005,12,El Salvador,0.638
2005,12,El Salvador,0.638
2005,3,El Salvador,0.638
2005,4,El Salvador,0.638
2010,93,El Salvador,0.653
2010,45,El Salvador,0.653
2010,11,El Salvador,0.653
2010,81,El Salvador,0.653
2010,73,El Salvador,0.653
2010,44,El Salvador,0.653
2010,19,El Salvador,0.653
2010,20,El Salvador,0.653
2010,2,El Salvador,0.653
2010,7,El Salvador,0.653
2010,3,El Salvador,0.653
2010,1,El Salvador,0.653
2011,100,El Salvador,0.658
2011,15,El Salvador,0.658
2011,116,El Salvador,0.658
2011,85,El Salvador,0.658
2011,39,El Salvador,0.658
2011,52,El Salvador,0.658
2011,26,El Salvador,0.658
2011,22,El Salvador,0.658
2011,3,El Salvador,0.658
2011,12,El Salvador,0.658
2011,12,El Salvador,0.658
2011,3,El Salvador,0.658
2012,109,El Salvador,0.662
2012,62,El Salvador,0.662
2012,16,El Salvador,0.662
2012,98,El Salvador,0.662
2012,100,El Salvador,0.662
2012,56,El Salvador,0.662
2012,26,El Salvador,0.662
2012,19,El Salvador,0.662
2012,2,El Salvador,0.662
2012,11,El Salvador,0.662
2012,9,El Salvador,0.662
2012,4,El Salvador,0.662
2013,95,El Salvador,0.664
2013,129,El Salvador,0.664
2013,18,El Salvador,0.664
2013,59,El Salvador,0.664
2013,79,El Salvador,0.664
2013,43,El Salvador,0.664
2013,22,El Salvador,0.664
2013,19,El Salvador,0.664
2013,7,El Salvador,0.664
2013,7,El Salvador,0.664
2013,6,El Salvador,0.664
2014,19,El Salvador,0.666
2014,77,El Salvador,0.666
2014,85,El Salvador,0.666
2014,44,El Salvador,0.666
2014,51,El Salvador,0.666
2014,9,El Salvador,0.666
2014,33,El Salvador,0.666
2014,24,El Salvador,0.666
2014,27,El Salvador,0.666
2014,11,El Salvador,0.666
2014,4,El Salvador,0.666
2014,2,El Salvador,0.666
1995,227,Estonia,0.719
1995,20,Estonia,0.719
1995,119,Estonia,0.719
1995,66,Estonia,0.719
1995,18,Estonia,0.719
1995,53,Estonia,0.719
1995,29,Estonia,0.719
1995,41,Estonia,0.719
1995,9,Estonia,0.719
1995,7,Estonia,0.719
1995,5,Estonia,0.719
2000,19,Estonia,0.78
2000,136,Estonia,0.78
2000,66,Estonia,0.78
2000,38,Estonia,0.78
2000,30,Estonia,0.78
2000,38,Estonia,0.78
2000,10,Estonia,0.78
2000,11,Estonia,0.78
2000,22,Estonia,0.78
2000,6,Estonia,0.78
2000,1,Estonia,0.78
2005,97,Estonia,0.824
2005,13,Estonia,0.824
2005,50,Estonia,0.824
2005,32,Estonia,0.824
2005,27,Estonia,0.824
2005,15,Estonia,0.824
2005,18,Estonia,0.824
2005,12,Estonia,0.824
2005,5,Estonia,0.824
2005,3,Estonia,0.824
2005,1,Estonia,0.824
2010,18,Estonia,0.838
2010,54,Estonia,0.838
2010,61,Estonia,0.838
2010,28,Estonia,0.838
2010,20,Estonia,0.838
2010,12,Estonia,0.838
2010,14,Estonia,0.838
2010,5,Estonia,0.838
2010,9,Estonia,0.838
2010,2,Estonia,0.838
2011,21,Estonia,0.849
2011,57,Estonia,0.849
2011,58,Estonia,0.849
2011,23,Estonia,0.849
2011,19,Estonia,0.849
2011,12,Estonia,0.849
2011,15,Estonia,0.849
2011,9,Estonia,0.849
2011,3,Estonia,0.849
2011,1,Estonia,0.849
2012,20,Estonia,0.855
2012,59,Estonia,0.855
2012,65,Estonia,0.855
2012,30,Estonia,0.855
2012,18,Estonia,0.855
2012,14,Estonia,0.855
2012,17,Estonia,0.855
2012,7,Estonia,0.855
2012,3,Estonia,0.855
2012,2,Estonia,0.855
2012,2,Estonia,0.855
2013,23,Estonia,0.859
2013,58,Estonia,0.859
2013,52,Estonia,0.859
2013,22,Estonia,0.859
2013,18,Estonia,0.859
2013,15,Estonia,0.859
2013,13,Estonia,0.859
2013,12,Estonia,0.859
2013,2,Estonia,0.859
2013,2,Estonia,0.859
2013,1,Estonia,0.859
2014,26,Estonia,0.861
2014,50,Estonia,0.861
2014,39,Estonia,0.861
2014,57,Estonia,0.861
2014,19,Estonia,0.861
2014,13,Estonia,0.861
2014,16,Estonia,0.861
2014,8,Estonia,0.861
2014,10,Estonia,0.861
2014,2,Estonia,0.861
2014,1,Estonia,0.861
2005,1,Fiji,0.694
2005,9,Fiji,0.694
2005,3,Fiji,0.694
2005,3,Fiji,0.694
2005,2,Fiji,0.694
2005,1,Fiji,0.694
2005,2,Fiji,0.694
2005,1,Fiji,0.694
2011,3,Fiji,0.72
2011,10,Fiji,0.72
2011,10,Fiji,0.72
2011,3,Fiji,0.72
2011,4,Fiji,0.72
2011,2,Fiji,0.72
2011,3,Fiji,0.72
2011,2,Fiji,0.72
2011,1,Fiji,0.72
2012,2,Fiji,0.722
2012,1,Fiji,0.722
2012,7,Fiji,0.722
2012,5,Fiji,0.722
2012,6,Fiji,0.722
2012,4,Fiji,0.722
2012,2,Fiji,0.722
2012,2,Fiji,0.722
2012,2,Fiji,0.722
2012,1,Fiji,0.722
1990,77,Finland,0.783
1990,483,Finland,0.783
1990,250,Finland,0.783
1990,210,Finland,0.783
1990,169,Finland,0.783
1990,92,Finland,0.783
1990,124,Finland,0.783
1990,48,Finland,0.783
1990,35,Finland,0.783
1990,20,Finland,0.783
1990,4,Finland,0.783
1995,489,Finland,0.815
1995,49,Finland,0.815
1995,226,Finland,0.815
1995,194,Finland,0.815
1995,118,Finland,0.815
1995,138,Finland,0.815
1995,76,Finland,0.815
1995,48,Finland,0.815
1995,20,Finland,0.815
1995,26,Finland,0.815
1995,4,Finland,0.815
2000,402,Finland,0.857
2000,156,Finland,0.857
2000,44,Finland,0.857
2000,166,Finland,0.857
2000,105,Finland,0.857
2000,84,Finland,0.857
2000,122,Finland,0.857
2000,41,Finland,0.857
2000,26,Finland,0.857
2000,17,Finland,0.857
2000,2,Finland,0.857
2005,64,Finland,0.869
2005,299,Finland,0.869
2005,194,Finland,0.869
2005,99,Finland,0.869
2005,68,Finland,0.869
2005,109,Finland,0.869
2005,74,Finland,0.869
2005,33,Finland,0.869
2005,32,Finland,0.869
2005,20,Finland,0.869
2005,2,Finland,0.869
2010,119,Finland,0.878
2010,52,Finland,0.878
2010,241,Finland,0.878
2010,200,Finland,0.878
2010,105,Finland,0.878
2010,37,Finland,0.878
2010,77,Finland,0.878
2010,69,Finland,0.878
2010,30,Finland,0.878
2010,23,Finland,0.878
2010,1,Finland,0.878
2011,64,Finland,0.881
2011,259,Finland,0.881
2011,191,Finland,0.881
2011,105,Finland,0.881
2011,89,Finland,0.881
2011,73,Finland,0.881
2011,67,Finland,0.881
2011,27,Finland,0.881
2011,26,Finland,0.881
2011,9,Finland,0.881
2011,2,Finland,0.881
2012,235,Finland,0.882
2012,195,Finland,0.882
2012,49,Finland,0.882
2012,91,Finland,0.882
2012,85,Finland,0.882
2012,87,Finland,0.882
2012,32,Finland,0.882
2012,65,Finland,0.882
2012,27,Finland,0.882
2012,7,Finland,0.882
2013,131,Finland,0.882
2013,216,Finland,0.882
2013,56,Finland,0.882
2013,194,Finland,0.882
2013,68,Finland,0.882
2013,72,Finland,0.882
2013,69,Finland,0.882
2013,31,Finland,0.882
2013,31,Finland,0.882
2013,17,Finland,0.882
2013,1,Finland,0.882
2013,1,Finland,0.882
2014,61,Finland,0.883
2014,110,Finland,0.883
2014,207,Finland,0.883
2014,157,Finland,0.883
2014,63,Finland,0.883
2014,37,Finland,0.883
2014,60,Finland,0.883
2014,59,Finland,0.883
2014,22,Finland,0.883
2014,11,Finland,0.883
2014,1,Finland,0.883
2014,1,Finland,0.883
1985,1522,France,0.741
1985,2363,France,0.741
1985,2752,France,0.741
1985,1492,France,0.741
1985,670,France,0.741
1985,1218,France,0.741
1985,740,France,0.741
1985,1065,France,0.741
1985,447,France,0.741
1985,197,France,0.741
1985,29,France,0.741
1985,6,France,0.741
1990,1441,France,0.779
1990,1986,France,0.779
1990,2816,France,0.779
1990,1314,France,0.779
1990,661,France,0.779
1990,1002,France,0.779
1990,607,France,0.779
1990,981,France,0.779
1990,392,France,0.779
1990,184,France,0.779
1990,14,France,0.779
1990,5,France,0.779
1995,1299,France,0.825
1995,2067,France,0.825
1995,3198,France,0.825
1995,1397,France,0.825
1995,543,France,0.825
1995,1002,France,0.825
1995,622,France,0.825
1995,1110,France,0.825
1995,372,France,0.825
1995,181,France,0.825
1995,22,France,0.825
1995,6,France,0.825
2000,1326,France,0.848
2000,3235,France,0.848
2000,1820,France,0.848
2000,1088,France,0.848
2000,492,France,0.848
2000,819,France,0.848
2000,1127,France,0.848
2000,471,France,0.848
2000,291,France,0.848
2000,137,France,0.848
2000,35,France,0.848
2000,8,France,0.848
2005,1325,France,0.867
2005,3193,France,0.867
2005,1905,France,0.867
2005,946,France,0.867
2005,474,France,0.867
2005,875,France,0.867
2005,1159,France,0.867
2005,439,France,0.867
2005,240,France,0.867
2005,128,France,0.867
2005,21,France,0.867
2005,8,France,0.867
2010,1354,France,0.881
2010,3118,France,0.881
2010,1956,France,0.881
2010,805,France,0.881
2010,464,France,0.881
2010,889,France,0.881
2010,1074,France,0.881
2010,385,France,0.881
2010,177,France,0.881
2010,117,France,0.881
2010,23,France,0.881
2010,17,France,0.881
2011,1423,France,0.884
2011,3151,France,0.884
2011,2048,France,0.884
2011,778,France,0.884
2011,453,France,0.884
2011,846,France,0.884
2011,1011,France,0.884
2011,367,France,0.884
2011,171,France,0.884
2011,124,France,0.884
2011,23,France,0.884
2011,13,France,0.884
2012,1415,France,0.886
2012,2903,France,0.886
2012,1939,France,0.886
2012,688,France,0.886
2012,459,France,0.886
2012,767,France,0.886
2012,891,France,0.886
2012,359,France,0.886
2012,183,France,0.886
2012,106,France,0.886
2012,22,France,0.886
2012,11,France,0.886
2013,1342,France,0.887
2013,2852,France,0.887
2013,2003,France,0.887
2013,700,France,0.887
2013,426,France,0.887
2013,816,France,0.887
2013,846,France,0.887
2013,310,France,0.887
2013,160,France,0.887
2013,116,France,0.887
2013,18,France,0.887
2013,11,France,0.887
2014,1324,France,0.888
2014,2536,France,0.888
2014,1825,France,0.888
2014,680,France,0.888
2014,424,France,0.888
2014,744,France,0.888
2014,778,France,0.888
2014,282,France,0.888
2014,170,France,0.888
2014,92,France,0.888
2014,14,France,0.888
2014,12,France,0.888
2000,7,Georgia,0.672
2000,39,Georgia,0.672
2000,33,Georgia,0.672
2000,15,Georgia,0.672
2000,6,Georgia,0.672
2000,13,Georgia,0.672
2000,8,Georgia,0.672
2000,8,Georgia,0.672
2000,1,Georgia,0.672
2005,5,Georgia,0.711
2005,29,Georgia,0.711
2005,15,Georgia,0.711
2005,13,Georgia,0.711
2005,7,Georgia,0.711
2005,5,Georgia,0.711
2005,2,Georgia,0.711
2005,4,Georgia,0.711
2005,3,Georgia,0.711
2005,2,Georgia,0.711
2005,2,Georgia,0.711
2010,32,Georgia,0.735
2010,7,Georgia,0.735
2010,29,Georgia,0.735
2010,16,Georgia,0.735
2010,11,Georgia,0.735
2010,5,Georgia,0.735
2010,6,Georgia,0.735
2010,5,Georgia,0.735
2010,1,Georgia,0.735
2011,16,Georgia,0.74
2011,23,Georgia,0.74
2011,25,Georgia,0.74
2011,12,Georgia,0.74
2011,8,Georgia,0.74
2011,6,Georgia,0.74
2011,4,Georgia,0.74
2011,2,Georgia,0.74
2011,1,Georgia,0.74
2011,1,Georgia,0.74
2011,1,Georgia,0.74
2012,12,Georgia,0.747
2012,23,Georgia,0.747
2012,19,Georgia,0.747
2012,26,Georgia,0.747
2012,11,Georgia,0.747
2012,2,Georgia,0.747
2012,3,Georgia,0.747
2012,3,Georgia,0.747
2012,3,Georgia,0.747
2012,1,Georgia,0.747
2012,1,Georgia,0.747
2013,25,Georgia,0.75
2013,33,Georgia,0.75
2013,41,Georgia,0.75
2013,20,Georgia,0.75
2013,13,Georgia,0.75
2013,4,Georgia,0.75
2013,8,Georgia,0.75
2013,7,Georgia,0.75
2013,2,Georgia,0.75
2013,2,Georgia,0.75
2013,1,Georgia,0.75
2013,1,Georgia,0.75
2014,22,Georgia,0.754
2014,58,Georgia,0.754
2014,53,Georgia,0.754
2014,18,Georgia,0.754
2014,12,Georgia,0.754
2014,13,Georgia,0.754
2014,5,Georgia,0.754
2014,5,Georgia,0.754
2014,3,Georgia,0.754
2014,5,Georgia,0.754
1990,1516,Germany,0.801
1990,2406,Germany,0.801
1990,3302,Germany,0.801
1990,1174,Germany,0.801
1990,1488,Germany,0.801
1990,1417,Germany,0.801
1990,800,Germany,0.801
1990,1128,Germany,0.801
1990,434,Germany,0.801
1990,228,Germany,0.801
1990,22,Germany,0.801
1990,9,Germany,0.801
1995,1254,Germany,0.83
1995,2597,Germany,0.83
1995,3251,Germany,0.83
1995,884,Germany,0.83
1995,1452,Germany,0.83
1995,630,Germany,0.83
1995,1266,Germany,0.83
1995,983,Germany,0.83
1995,343,Germany,0.83
1995,176,Germany,0.83
1995,38,Germany,0.83
1995,14,Germany,0.83
2000,1069,Germany,0.855
2000,2528,Germany,0.855
2000,2937,Germany,0.855
2000,698,Germany,0.855
2000,1002,Germany,0.855
2000,575,Germany,0.855
2000,1020,Germany,0.855
2000,834,Germany,0.855
2000,240,Germany,0.855
2000,137,Germany,0.855
2000,25,Germany,0.855
2000,8,Germany,0.855
2005,1160,Germany,0.887
2005,2269,Germany,0.887
2005,2875,Germany,0.887
2005,664,Germany,0.887
2005,730,Germany,0.887
2005,939,Germany,0.887
2005,479,Germany,0.887
2005,840,Germany,0.887
2005,171,Germany,0.887
2005,117,Germany,0.887
2005,18,Germany,0.887
2005,8,Germany,0.887
2010,1277,Germany,0.906
2010,2358,Germany,0.906
2010,2605,Germany,0.906
2010,735,Germany,0.906
2010,588,Germany,0.906
2010,474,Germany,0.906
2010,851,Germany,0.906
2010,805,Germany,0.906
2010,177,Germany,0.906
2010,132,Germany,0.906
2010,22,Germany,0.906
2010,6,Germany,0.906
2011,1374,Germany,0.911
2011,2538,Germany,0.911
2011,2582,Germany,0.911
2011,684,Germany,0.911
2011,624,Germany,0.911
2011,461,Germany,0.911
2011,802,Germany,0.911
2011,757,Germany,0.911
2011,188,Germany,0.911
2011,122,Germany,0.911
2011,12,Germany,0.911
2011,9,Germany,0.911
2012,1430,Germany,0.915
2012,2302,Germany,0.915
2012,2408,Germany,0.915
2012,699,Germany,0.915
2012,607,Germany,0.915
2012,439,Germany,0.915
2012,873,Germany,0.915
2012,810,Germany,0.915
2012,187,Germany,0.915
2012,121,Germany,0.915
2012,11,Germany,0.915
2012,9,Germany,0.915
2013,1518,Germany,0.915
2013,2379,Germany,0.915
2013,2423,Germany,0.915
2013,739,Germany,0.915
2013,641,Germany,0.915
2013,875,Germany,0.915
2013,391,Germany,0.915
2013,808,Germany,0.915
2013,188,Germany,0.915
2013,111,Germany,0.915
2013,12,Germany,0.915
2013,6,Germany,0.915
2014,1608,Germany,0.916
2014,2410,Germany,0.916
2014,2444,Germany,0.916
2014,750,Germany,0.916
2014,621,Germany,0.916
2014,397,Germany,0.916
2014,855,Germany,0.916
2014,801,Germany,0.916
2014,182,Germany,0.916
2014,121,Germany,0.916
2014,20,Germany,0.916
2014,8,Germany,0.916
1985,35,Greece,0.741
1985,85,Greece,0.741
1985,82,Greece,0.741
1985,40,Greece,0.741
1985,15,Greece,0.741
1985,47,Greece,0.741
1985,35,Greece,0.741
1985,18,Greece,0.741
1985,35,Greece,0.741
1985,13,Greece,0.741
1990,46,Greece,0.759
1990,68,Greece,0.759
1990,46,Greece,0.759
1990,68,Greece,0.759
1990,40,Greece,0.759
1990,9,Greece,0.759
1990,25,Greece,0.759
1990,25,Greece,0.759
1990,11,Greece,0.759
1990,8,Greece,0.759
1990,3,Greece,0.759
1995,47,Greece,0.772
1995,58,Greece,0.772
1995,75,Greece,0.772
1995,91,Greece,0.772
1995,35,Greece,0.772
1995,26,Greece,0.772
1995,6,Greece,0.772
1995,11,Greece,0.772
1995,15,Greece,0.772
1995,6,Greece,0.772
2000,30,Greece,0.799
2000,81,Greece,0.799
2000,97,Greece,0.799
2000,57,Greece,0.799
2000,31,Greece,0.799
2000,12,Greece,0.799
2000,23,Greece,0.799
2000,25,Greece,0.799
2000,14,Greece,0.799
2000,10,Greece,0.799
2000,2,Greece,0.799
2005,55,Greece,0.853
2005,90,Greece,0.853
2005,111,Greece,0.853
2005,45,Greece,0.853
2005,18,Greece,0.853
2005,11,Greece,0.853
2005,28,Greece,0.853
2005,14,Greece,0.853
2005,9,Greece,0.853
2005,17,Greece,0.853
2005,2,Greece,0.853
2010,55,Greece,0.867
2010,128,Greece,0.867
2010,85,Greece,0.867
2010,53,Greece,0.867
2010,15,Greece,0.867
2010,6,Greece,0.867
2010,14,Greece,0.867
2010,11,Greece,0.867
2010,6,Greece,0.867
2010,4,Greece,0.867
2011,52,Greece,0.864
2011,110,Greece,0.864
2011,157,Greece,0.864
2011,54,Greece,0.864
2011,20,Greece,0.864
2011,14,Greece,0.864
2011,11,Greece,0.864
2011,14,Greece,0.864
2011,29,Greece,0.864
2011,16,Greece,0.864
2012,63,Greece,0.865
2012,167,Greece,0.865
2012,117,Greece,0.865
2012,46,Greece,0.865
2012,24,Greece,0.865
2012,14,Greece,0.865
2012,26,Greece,0.865
2012,15,Greece,0.865
2012,28,Greece,0.865
2012,7,Greece,0.865
2012,1,Greece,0.865
2013,141,Greece,0.863
2013,52,Greece,0.863
2013,152,Greece,0.863
2013,55,Greece,0.863
2013,25,Greece,0.863
2013,34,Greece,0.863
2013,19,Greece,0.863
2013,37,Greece,0.863
2013,13,Greece,0.863
2013,4,Greece,0.863
2013,1,Greece,0.863
2014,71,Greece,0.865
2014,143,Greece,0.865
2014,165,Greece,0.865
2014,42,Greece,0.865
2014,28,Greece,0.865
2014,20,Greece,0.865
2014,34,Greece,0.865
2014,42,Greece,0.865
2014,12,Greece,0.865
2014,7,Greece,0.865
2014,1,Greece,0.865
2011,1,Grenada,0.739
2012,1,Grenada,0.74
2012,1,Grenada,0.74
1990,4,Guatemala,0.483
1990,45,Guatemala,0.483
1990,37,Guatemala,0.483
1990,34,Guatemala,0.483
1990,9,Guatemala,0.483
1990,8,Guatemala,0.483
1990,10,Guatemala,0.483
1990,6,Guatemala,0.483
1990,1,Guatemala,0.483
1990,2,Guatemala,0.483
1990,2,Guatemala,0.483
1995,43,Guatemala,0.513
1995,47,Guatemala,0.513
1995,56,Guatemala,0.513
1995,2,Guatemala,0.513
1995,13,Guatemala,0.513
1995,18,Guatemala,0.513
1995,1,Guatemala,0.513
1995,13,Guatemala,0.513
1995,9,Guatemala,0.513
1995,2,Guatemala,0.513
1995,4,Guatemala,0.513
1995,3,Guatemala,0.513
2000,45,Guatemala,0.552
2000,21,Guatemala,0.552
2000,3,Guatemala,0.552
2000,49,Guatemala,0.552
2000,19,Guatemala,0.552
2000,20,Guatemala,0.552
2000,8,Guatemala,0.552
2000,7,Guatemala,0.552
2000,2,Guatemala,0.552
2000,5,Guatemala,0.552
2000,3,Guatemala,0.552
2005,8,Guatemala,0.576
2005,42,Guatemala,0.576
2005,43,Guatemala,0.576
2005,61,Guatemala,0.576
2005,17,Guatemala,0.576
2005,40,Guatemala,0.576
2005,11,Guatemala,0.576
2005,4,Guatemala,0.576
2005,6,Guatemala,0.576
2005,5,Guatemala,0.576
2005,1,Guatemala,0.576
2010,76,Guatemala,0.611
2010,69,Guatemala,0.611
2010,91,Guatemala,0.611
2010,23,Guatemala,0.611
2010,5,Guatemala,0.611
2010,43,Guatemala,0.611
2010,21,Guatemala,0.611
2010,8,Guatemala,0.611
2010,3,Guatemala,0.611
2010,7,Guatemala,0.611
2010,6,Guatemala,0.611
2011,105,Guatemala,0.617
2011,58,Guatemala,0.617
2011,55,Guatemala,0.617
2011,23,Guatemala,0.617
2011,5,Guatemala,0.617
2011,59,Guatemala,0.617
2011,23,Guatemala,0.617
2011,5,Guatemala,0.617
2011,1,Guatemala,0.617
2011,12,Guatemala,0.617
2011,8,Guatemala,0.617
2011,5,Guatemala,0.617
2012,118,Guatemala,0.624
2012,34,Guatemala,0.624
2012,77,Guatemala,0.624
2012,8,Guatemala,0.624
2012,61,Guatemala,0.624
2012,63,Guatemala,0.624
2012,20,Guatemala,0.624
2012,12,Guatemala,0.624
2012,5,Guatemala,0.624
2012,1,Guatemala,0.624
2012,12,Guatemala,0.624
2012,9,Guatemala,0.624
2013,124,Guatemala,0.626
2013,83,Guatemala,0.626
2013,79,Guatemala,0.626
2013,31,Guatemala,0.626
2013,6,Guatemala,0.626
2013,73,Guatemala,0.626
2013,26,Guatemala,0.626
2013,12,Guatemala,0.626
2013,10,Guatemala,0.626
2013,3,Guatemala,0.626
2013,8,Guatemala,0.626
2014,101,Guatemala,0.627
2014,39,Guatemala,0.627
2014,87,Guatemala,0.627
2014,116,Guatemala,0.627
2014,7,Guatemala,0.627
2014,85,Guatemala,0.627
2014,32,Guatemala,0.627
2014,8,Guatemala,0.627
2014,18,Guatemala,0.627
2014,13,Guatemala,0.627
2014,6,Guatemala,0.627
1990,23,Guyana,0.542
1990,7,Guyana,0.542
1990,1,Guyana,0.542
1990,18,Guyana,0.542
1990,13,Guyana,0.542
1990,12,Guyana,0.542
1990,3,Guyana,0.542
1990,4,Guyana,0.542
1990,4,Guyana,0.542
1990,2,Guyana,0.542
1990,2,Guyana,0.542
1995,2,Guyana,0.581
1995,32,Guyana,0.581
1995,20,Guyana,0.581
1995,7,Guyana,0.581
1995,16,Guyana,0.581
1995,10,Guyana,0.581
1995,7,Guyana,0.581
1995,4,Guyana,0.581
1995,1,Guyana,0.581
2005,41,Guyana,0.618
2005,19,Guyana,0.618
2005,43,Guyana,0.618
2005,2,Guyana,0.618
2005,21,Guyana,0.618
2005,16,Guyana,0.618
2005,10,Guyana,0.618
2005,12,Guyana,0.618
2005,2,Guyana,0.618
2005,2,Guyana,0.618
2005,1,Guyana,0.618
2010,5,Guyana,0.624
2010,80,Guyana,0.624
2010,30,Guyana,0.624
2010,27,Guyana,0.624
2010,12,Guyana,0.624
2010,21,Guyana,0.624
2010,11,Guyana,0.624
2010,4,Guyana,0.624
2010,8,Guyana,0.624
2010,5,Guyana,0.624
2010,2,Guyana,0.624
2011,64,Guyana,0.63
2011,34,Guyana,0.63
2011,19,Guyana,0.63
2011,31,Guyana,0.63
2011,2,Guyana,0.63
2011,14,Guyana,0.63
2011,1,Guyana,0.63
2011,10,Guyana,0.63
2011,7,Guyana,0.63
2011,3,Guyana,0.63
2011,4,Guyana,0.63
2011,3,Guyana,0.63
2012,71,Guyana,0.629
2012,21,Guyana,0.629
2012,3,Guyana,0.629
2012,27,Guyana,0.629
2012,30,Guyana,0.629
2012,11,Guyana,0.629
2012,18,Guyana,0.629
2012,14,Guyana,0.629
2012,5,Guyana,0.629
2012,4,Guyana,0.629
2012,2,Guyana,0.629
2013,35,Guyana,0.634
2013,65,Guyana,0.634
2013,23,Guyana,0.634
2013,34,Guyana,0.634
2013,29,Guyana,0.634
2013,2,Guyana,0.634
2013,13,Guyana,0.634
2013,4,Guyana,0.634
2013,3,Guyana,0.634
2013,1,Guyana,0.634
2013,1,Guyana,0.634
1995,282,Hungary,0.74
1995,1114,Hungary,0.74
1995,668,Hungary,0.74
1995,202,Hungary,0.74
1995,244,Hungary,0.74
1995,320,Hungary,0.74
1995,159,Hungary,0.74
1995,284,Hungary,0.74
1995,55,Hungary,0.74
1995,30,Hungary,0.74
1995,8,Hungary,0.74
2000,272,Hungary,0.769
2000,1090,Hungary,0.769
2000,659,Hungary,0.769
2000,199,Hungary,0.769
2000,302,Hungary,0.769
2000,272,Hungary,0.769
2000,256,Hungary,0.769
2000,132,Hungary,0.769
2000,47,Hungary,0.769
2000,29,Hungary,0.769
2000,8,Hungary,0.769
2000,3,Hungary,0.769
2005,269,Hungary,0.802
2005,912,Hungary,0.802
2005,545,Hungary,0.802
2005,215,Hungary,0.802
2005,121,Hungary,0.802
2005,203,Hungary,0.802
2005,214,Hungary,0.802
2005,80,Hungary,0.802
2005,38,Hungary,0.802
2005,17,Hungary,0.802
